alert_description,verdict,artifact_location,app_package_name,version_code,apk_category,sast_tool_name,code_location,3rd_party_library_name
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/internal/platform/Platform.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,Utilities,OkHttp
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer4849"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer4849 = ""TLS"" @ line 38)",True,okhttp3/internal/platform/BouncyCastlePlatform.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyStore,False,okhttp3/internal/platform/BouncyCastlePlatform.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as randomized,False,com/fox/foxfast/universal/utilities/UtilityBiometrics.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,developer_written,not_applicable
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r25 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer5296"" (transformation) with value ""AES/CBC/PKCS7Padding"" satisfies the constraint in class com.fox.foxfast.universal.utilities.UtilityBiometrics @ $r25 = getInstance(varReplacer5296) @ line 182\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer5296"" (transformation) with value ""AES/CBC/PKCS7Padding"" violates the constraint in class com.fox.foxfast.universal.utilities.UtilityBiometrics @ $r25 = getInstance(varReplacer5296) @ line 182",True,com/fox/foxfast/universal/utilities/UtilityBiometrics.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,developer_written,not_applicable
Second parameter was not properly generated as generatedTrustManagers,True,okhttp3/internal/platform/Platform.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,Utilities,OkHttp
Second parameter parameter was not properly generated as generatedKey OR generatedPubkey OR generatedPrivkey,False,com/fox/foxfast/universal/utilities/UtilityBiometrics.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,developer_written,not_applicable
Return value parameter was not properly generated as generatedPrivkey OR generatedKey OR generatedPubkey,False,com/fox/foxfast/universal/utilities/UtilityBiometrics.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,developer_written,not_applicable
First parameter was not properly generated as preparedRSA,False,com/microsoft/appcenter/utils/crypto/CryptoRsaHandler.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,others,unknown
First parameter was not properly generated as preparedKeyMaterial,True,com/mparticle/internal/MPUtility.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKey,True,com/mparticle/internal/MPUtility.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,others,unknown
"Constraint ""type in {JCEKS, JKS, DKS, PKCS11, PKCS12}"" on object $r9 is violated due to the following reason:\n|- First parameter ""varReplacer12616"" with value ""AndroidKeyStore"" should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12} (extracted @ varReplacer12616 = ""AndroidKeyStore"" @ line 164)",False,com/microsoft/appcenter/utils/crypto/CryptoUtils.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,False,bo/app/i5.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,bo/app/i5.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,others,unknown
Second parameter parameter was not properly generated as generatedKey OR generatedPubkey OR generatedPrivkey,False,com/fox/foxfast/universal/utilities/UtilityBiometrics.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,developer_written,not_applicable
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer2579"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer2579 = ""TLS"" @ line 1)",True,bo/app/i5.java,com.fox.foxfast.universal,434,5k-10k,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyStore,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
Second parameter was not properly generated as generatedTrustManagers,True,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer6192"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer6192 = ""TLS"" @ line 2)",False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
Second parameter was not properly generated as generatedTrustManagers,True,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
Third parameter was not properly generated as randomized,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
Third parameter was not properly generated as randomized,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKey,True,com/appsflyer/internal/AFb1mSDK.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Analytics,AppsFlyer
Third parameter was not properly generated as randomized,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
Second parameter was not properly generated as generatedTrustManagers,True,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyStore,False,okhttp3/internal/platform/FarAlignedConditional.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer11841"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer11841 = ""MD5"" @ line 6)",True,PinchPickingFloating/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer5439"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer5439 = ""MD5"" @ line 6)",True,FirstFocusedPrediction/CallsCookiesNanograms.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Android,ion
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer6196"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer6196 = ""TLS"" @ line 4)",True,okhttp3/internal/platform/WeakGlobalAddition.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyStore,False,okhttp3/internal/platform/WeakGlobalAddition.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r7 is violated due to the following reason:\n|- First parameter ""varReplacer11350"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer11350 = ""MD5"" @ line 45)",True,com/google/android/gms/ads/internal/util/client/zzf.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,Gson
First parameter was not properly generated as preparedKeyMaterial,True,com/appsflyer/internal/AFb1mSDK.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Analytics,AppsFlyer
Second parameter was not properly generated as generatedTrustManagers,True,okhttp3/internal/platform/ClickColorsUnderlying.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/internal/platform/JunkSocketLithuanian.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
Second parameter was not properly generated as generatedTrustManagers,True,okhttp3/internal/platform/JunkSocketLithuanian.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer6190"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer6190 = ""TLS"" @ line 4)",True,okhttp3/internal/platform/JunkSocketLithuanian.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
Third parameter was not properly generated as randomized,False,okhttp3/internal/platform/JunkSocketLithuanian.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r5 is violated due to the following reason:\n|- First parameter ""varReplacer8258"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer8258 = ""MD5"" @ line 7)",True,com/google/android/gms/internal/consent_sdk/zzcl.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,Gson
"Constraint ""algorithm in {HmacSHA256, HmacSHA384, HmacSHA512, HmacPBESHA1, PBEWithHmacSHA1, PBEWithHmacSHA224, PBEWithHmacSHA256, PBEWithHmacSHA384, PBEWithHmacSHA512}"" on object $r3 is violated due to the following reason:\n|- First parameter ""varReplacer8523"" with value ""HmacMD5"" should be any of {HmacSHA256, HmacSHA384, HmacSHA512, HmacPBESHA1, PBEWithHmacSHA1, PBEWithHmacSHA224, PBEWithHmacSHA256, PBEWithHmacSHA384, PBEWithHmacSHA512} (extracted @ varReplacer8523 = ""HmacMD5"" @ line 2)",True,FirstFocusedPrediction/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Android,ion
"Constraint ""keyAlgorithm in {AES, HmacSHA256, HmacSHA384, HmacSHA512}"" on object $r7 is violated due to the following reason:\n|- Second parameter ""varReplacer8522"" with value ""HmacMD5"" should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512} (extracted @ varReplacer8522 = ""HmacMD5"" @ line 2)",True,FirstFocusedPrediction/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Android,ion
First parameter was not properly generated as preparedKeyMaterial,True,FirstFocusedPrediction/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Android,ion
Second parameter parameter was not properly generated as generatedPubkey OR generatedKey OR generatedPrivkey,True,LossIssuingDiscovery/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as randomized,True,LossIssuingDiscovery/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as preparedKeyMaterial,True,LossIssuingDiscovery/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r7 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer11824"" (transformation) with value ""AES/CBC/PKCS5PADDING"" satisfies the constraint in class LossIssuingDiscovery.SpeedBannerHorizontal @ $r7 = getInstance(varReplacer11824) @ line 25\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer11824"" (transformation) with value ""AES/CBC/PKCS5PADDING"" violates the constraint in class LossIssuingDiscovery.SpeedBannerHorizontal @ $r7 = getInstance(varReplacer11824) @ line 25",True,LossIssuingDiscovery/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKey,True,FirstFocusedPrediction/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Android,ion
Second parameter parameter was not properly generated as generatedPubkey OR generatedKey OR generatedPrivkey,True,com/yolo/networklibrary/common/util/cipher/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r11 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer5406"" (transformation) with value ""AES/CBC/PKCS5PADDING"" satisfies the constraint in class com.yolo.networklibrary.common.util.cipher.SpeedBannerHorizontal @ $r11 = getInstance(varReplacer5406) @ line 69\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer5406"" (transformation) with value ""AES/CBC/PKCS5PADDING"" violates the constraint in class com.yolo.networklibrary.common.util.cipher.SpeedBannerHorizontal @ $r11 = getInstance(varReplacer5406) @ line 69",True,com/yolo/networklibrary/common/util/cipher/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r11 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer8699"" (transformation) with value ""AES/CBC/PKCS5PADDING"" satisfies the constraint in class com.yolo.networklibrary.common.util.cipher.SpeedBannerHorizontal @ $r11 = getInstance(varReplacer8699) @ line 69\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer8699"" (transformation) with value ""AES/CBC/PKCS5PADDING"" violates the constraint in class com.yolo.networklibrary.common.util.cipher.SpeedBannerHorizontal @ $r11 = getInstance(varReplacer8699) @ line 69",True,com/yolo/networklibrary/common/util/cipher/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
Second parameter parameter was not properly generated as generatedPrivkey OR generatedPubkey OR generatedKey,True,com/yolo/networklibrary/common/util/cipher/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as preparedKeyMaterial,True,com/yolo/networklibrary/common/util/cipher/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyStore,False,okhttp3/internal/platform/JunkSocketLithuanian.java,com.free.neo.vpn,77761,>5M,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as randomized,True,com/yolo/networklibrary/common/util/cipher/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as preparedKeyMaterial,True,com/yolo/networklibrary/common/util/cipher/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as randomized,True,com/yolo/networklibrary/common/util/cipher/SpeedBannerHorizontal.java,com.free.neo.vpn,77761,>5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/c.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer3128"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer3128 = ""MD5"" @ line 1)",True,com/facebook/appevents/AppEvent$Companion.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,SocialMedia,Facebook-App-Links
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r4 is violated due to the following reason:\n|- First parameter ""$r3"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer8868 = ""MD5"" @ line 1)\n|- First parameter ""$r3"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer2966 = ""SHA-1"" @ line 2)",True,com/facebook/internal/Utility.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,SocialMedia,Facebook-App-Links
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer8710"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer8710 = ""MD5"" @ line 1)",True,com/facebook/appevents/internal/HashUtils.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,SocialMedia,Facebook-App-Links
Third parameter was not properly generated as randomized,False,io/didomi/sdk/te$a.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,others,unknown
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer15805"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer15805 = ""TLS"" @ line 1)",True,io/didomi/sdk/te$a.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,io/didomi/sdk/te$a.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r8 is violated due to the following reason:\n|- First parameter ""varReplacer8671"" with value ""SHA1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer8671 = ""SHA1"" @ line 2)",True,com/facebook/internal/security/CertificateUtil.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,SocialMedia,Facebook-App-Links
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer6234"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer6234 = ""TLS"" @ line 8)",True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/c.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
Second parameter was not properly generated as generatedTrustManagers,False,io/didomi/sdk/te$a.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,others,unknown
First parameter was not properly generated as preparedKeyMaterial,True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/DefReader.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedKey OR generatedPubkey OR generatedPrivkey,True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/DefReader.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r6 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer6203"" (transformation) with value ""AES"" satisfies the constraint in class com.gameloft.android.ANMP.GloftIVHM.GLUtils.DefReader @ $r6 = getInstance(varReplacer6203) @ line 2\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer6203"" (transformation) with value ""AES"" violates the constraint in class com.gameloft.android.ANMP.GloftIVHM.GLUtils.DefReader @ $r6 = getInstance(varReplacer6203) @ line 2",True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/DefReader.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
First parameter was not properly generated as preparedKeyMaterial,True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/Encrypter.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedPubkey OR generatedPrivkey OR generatedKey,True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/Encrypter.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedPubkey OR generatedPrivkey OR generatedKey,True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/Encrypter.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
First parameter was not properly generated as preparedKeyMaterial,True,com/gameloft/android/ANMP/GloftIVHM/GLUtils/Encrypter.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
First parameter was not properly generated as generatedKeyManagers,False,com/gameloft/android/ANMP/GloftIVHM/GLUtils/c.java,com.gameloft.android.ANMP.GloftIVHM,21401,>5M,CogniCrypt,developer_written,not_applicable
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer3312"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer3312 = ""SHA-1"" @ line 199)",True,com/squareup/okhttp/internal/Util.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Android,Picasso
Second parameter was not properly generated as generatedTrustManagers,False,com/squareup/okhttp/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Android,Picasso
First parameter was not properly generated as generatedKeyManagers,False,com/squareup/okhttp/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Android,Picasso
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r3 is violated due to the following reason:\n|- First parameter ""varReplacer1222"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer1222 = ""TLS"" @ line 661)",True,com/squareup/okhttp/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Android,Picasso
First parameter was not properly generated as generatedKeyStore,False,okhttp3/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
Second parameter was not properly generated as generatedTrustManagers,False,okhttp3/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
Third parameter was not properly generated as randomized,False,com/squareup/okhttp/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Android,Picasso
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
Third parameter was not properly generated as randomized,False,okhttp3/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
Second parameter was not properly generated as generatedTrustManagers,False,okhttp3/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer2656"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer2656 = ""TLS"" @ line 91)",True,okhttp3/internal/platform/ConscryptPlatform.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer2654"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer2654 = ""TLS"" @ line 269)",True,okhttp3/internal/platform/Platform.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
Third parameter was not properly generated as randomized,False,okhttp3/OkHttpClient.java,com.gcart.android.tokojsfashion,10,1k-5k,CogniCrypt,Utilities,OkHttp
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer10636"" with value ""SHA1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer10636 = ""SHA1"" @ line 2)",True,com/gpsmycity/android/util/Utils.java,com.gpsmycity.android.u134,55,5k-10k,CogniCrypt,developer_written,not_applicable
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r5 is violated due to the following reason:\n|- First parameter ""varReplacer10833"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer10833 = ""MD5"" @ line 8)",True,com/google/android/gms/internal/ads/zzcgi.java,com.gpsmycity.android.u134,55,5k-10k,CogniCrypt,Utilities,Guava
Second parameter was not properly generated as generatedCipher,True,com/skobbler/ngx/util/SKLogging.java,com.gpsmycity.android.u134,55,5k-10k,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r7 is violated due to the following reason:\n|- First parameter ""varReplacer9973"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer9973 = ""MD5"" @ line 45)",True,com/google/android/gms/internal/ads/zzcgi.java,com.gpsmycity.android.u134,55,5k-10k,CogniCrypt,Utilities,Guava
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r7 is violated due to the following reason:\n|- First parameter ""varReplacer1756"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer1756 = ""MD5"" @ line 4)",True,com/google/android/gms/internal/ads/zzbzt.java,com.hafeziquran.islamicapp,63,500k-1M,CogniCrypt,Android,com.google.android.gms::play-services-ads-base
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r6 is violated due to the following reason:\n|- First parameter ""$r0"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer4089 = ""MD5"" @ line 3)",True,com/google/android/gms/internal/ads/zzbzt.java,com.hafeziquran.islamicapp,63,500k-1M,CogniCrypt,Android,com.google.android.gms::play-services-ads-base
